Date,Description,Payee,Reference,Amount,Type,Status,Category Code,Category Name,Reconciled
2025-03-25,POS Purchase Dlocal*Microsoft M 400568*988824 Mar,POS Purchase Dlocal*Microsoft M 400568*988824 Mar,,159.00,Debit,PENDING,,,No
2025-03-25,Magtape Credit Capitec Thatego Mphela,Magtape Credit Capitec Thatego Mphela,,1350.00,Credit,PENDING,,,No
2025-03-24,POS Purchase Rain 400568*988820 Mar,POS Purchase Rain 400568*988820 Mar,,795.00,Debit,PENDING,,,No
2025-03-24,POS Purchase Dnh*Godaddy#3659270 400568*988821 Mar,POS Purchase Dnh*Godaddy#3659270 400568*988821 Mar,,271.11,Debit,PENDING,,,No
2025-03-22,Card Purchase With Cashback Shoprite Mabopane S 485442*038220 Mar,Card Purchase With Cashback Shoprite Mabopane S 485442*038220 Mar,,78.97,Debit,PENDING,,,No
2025-03-22,Card Cashback Cashb Shoprite Mabop 745520*0083,Card Cashback Cashb Shoprite Mabop 745520*0083,,151.50,Debit,PENDING,,,No
2025-03-19,Fuel Purchase BPKlipgat 485442*038216 Mar,Fuel Purchase BPKlipgat 485442*038216 Mar,,300.00,Debit,PENDING,,,No
2025-03-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2025-03-17,#Non FNBATM Cash Withdrawal Fee,#Non FNBATM Cash Withdrawal Fee,,19.50,Debit,PENDING,,,No
2025-03-17,#Cash Deposit Fee,#Cash Deposit Fee,,42.70,Credit,PENDING,,,No
2025-03-17,#Service Fees,#Service Fees,,70.20,Debit,PENDING,,,No
2025-03-15,Bank charges,POS Purchase Hpy*Star Supermarke 485442*038212 Mar,,603.68,Debit,PENDING,,,No
2025-03-15,Bank charges,POS Purchase Csb Bonaventure 485442*038212 Mar,,131.63,Debit,PENDING,,,No
2025-03-15,Payshap Credit Sethu,Payshap Credit Sethu,,950.00,Credit,PENDING,,,No
2025-03-14,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,950.00,Credit,PENDING,,,No
2025-03-12,#Service Fees#Int Pymt Fee-109.99 Appl,#Service Fees#Int Pymt Fee-109.99 Appl,,2.20,Debit,PENDING,,,No
2025-03-12,#Service Fees#Int Pymt Fee-34.99 Apple,#Service Fees#Int Pymt Fee-34.99 Apple,,0.70,Debit,PENDING,,,No
2025-03-12,#Service Fees#Int Pymt Fee-199.99 Appl,#Service Fees#Int Pymt Fee-199.99 Appl,,4.00,Debit,PENDING,,,No
2025-03-11,POS Purchase Shapri Chemicals A6 485442*038208 Mar,POS Purchase Shapri Chemicals A6 485442*038208 Mar,,246.68,Debit,PENDING,,,No
2025-03-10,Bank charges,ADT Cash Deposit 00686115 Phenyo Nthite Workbo,,207.30,Credit,PENDING,,,No
2025-03-10,Card POSCash Cshmr Shoprite Morul 74552005066071101000,Card POSCash Cshmr Shoprite Morul 74552005066071101000,,201.50,Debit,PENDING,,,No
2025-03-10,POS Purchase Shoprite Morula 485442*038207 Mar,POS Purchase Shoprite Morula 485442*038207 Mar,,418.70,Debit,PENDING,,,No
2025-03-10,Magtape Credit Capitec SPhadise,Magtape Credit Capitec SPhadise,,1000.00,Credit,PENDING,,,No
2025-03-10,Payshap Credit Phenyo Matjil,Payshap Credit Phenyo Matjil,,1000.00,Credit,PENDING,,,No
2025-03-08,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,1000.00,Credit,PENDING,,,No
2025-03-07,POS Purchase Big Save Mabopane 485442*038204 Mar,POS Purchase Big Save Mabopane 485442*038204 Mar,,87.18,Debit,PENDING,,,No
2025-03-07,FNB App Payment From Enelo Nqunqa,FNB App Payment From Enelo Nqunqa,,950.00,Credit,PENDING,,,No
2025-03-07,POS Purchase Big Save Mabopane 485442*038204 Mar,POS Purchase Big Save Mabopane 485442*038204 Mar,,2015.23,Debit,PENDING,,,No
2025-03-07,POS Purchase Starlite CC 485442*038205 Mar,POS Purchase Starlite CC 485442*038205 Mar,,173.68,Debit,PENDING,,,No
2025-03-06,Fuel Purchase Engen Winterveldt S 485442*038204 Mar,Fuel Purchase Engen Winterveldt S 485442*038204 Mar,,203.68,Debit,PENDING,,,No
2025-03-06,Bank charges,ADT Cash Deposit 09741001 Phenyo Nthite,,967.70,Credit,PENDING,,,No
2025-03-06,Magtape Credit Capitec Gosiame Khoza,Magtape Credit Capitec Gosiame Khoza,,950.00,Credit,PENDING,,,No
2025-03-05,Payshap Credit Leano,Payshap Credit Leano,,950.00,Credit,PENDING,,,No
2025-03-04,#Service Fees#Int Pymt Fee-Dlocal*Mic,#Service Fees#Int Pymt Fee-Dlocal*Mic,,2.18,Debit,PENDING,,,No
2025-03-04,POS Purchase Ik*Temoso Locksmit 485442*038228 Feb,POS Purchase Ik*Temoso Locksmit 485442*038228 Feb,,98.68,Debit,PENDING,,,No
2025-03-04,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Mar,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Mar,,113.67,Debit,PENDING,,,No
2025-03-03,Magtape Credit Capitec Maya Lubisi,Magtape Credit Capitec Maya Lubisi,,900.00,Credit,PENDING,,,No
2025-03-03,POS Purchase 34.99 Apple.Com/Bil 485442*038228 Feb,POS Purchase 34.99 Apple.Com/Bil 485442*038228 Feb,,38.67,Debit,PENDING,,,No
2025-03-03,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Mar,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Mar,,203.67,Debit,PENDING,,,No
2025-03-03,Fuel Purchase Winterveldt Service 485442*038227 Feb,Fuel Purchase Winterveldt Service 485442*038227 Feb,,168.68,Debit,PENDING,,,No
2025-03-03,Rtc Credit TPelo 2 D63 Da 05 A8,Rtc Credit TPelo 2 D63 Da 05 A8,,1100.00,Credit,PENDING,,,No
2025-03-03,POS Purchase Afrihost Com 3 400568*988801 Mar,POS Purchase Afrihost Com 3 400568*988801 Mar,,62.68,Debit,PENDING,,,No
2025-03-03,Rtc Credit Kefentse Motsepe 3 Afb 41 Ef 75,Rtc Credit Kefentse Motsepe 3 Afb 41 Ef 75,,950.00,Credit,PENDING,,,No
2025-03-01,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,950.00,Credit,PENDING,,,No
2025-03-01,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6800.00,Debit,PENDING,,,No
2025-03-01,Payshap Credit MKabelo,Payshap Credit Mkabelo,,1000.00,Credit,PENDING,,,No
2025-03-01,POS Purchase Usave Mabopane 485442*038227 Feb,POS Purchase Usave Mabopane 485442*038227 Feb,,108.65,Debit,PENDING,,,No
2025-03-01,Magtape Debit D6 Group_304155728_D6 Group,Magtape Debit D6 Group_304155728_D6 Group,,909.00,Debit,PENDING,,,No
2025-02-28,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,950.00,Credit,PENDING,,,No
2025-02-28,POS Purchase Usave Mabopane 485442*038226 Feb,POS Purchase Usave Mabopane 485442*038226 Feb,,148.14,Debit,PENDING,,,No
2025-02-28,Rtc Credit OMpane F39 C3 A20 A1,Rtc Credit OMpane F39 C3 A20 A1,,950.00,Credit,PENDING,,,No
2025-02-28,Rtc Credit Kaboentle Molomo Bb 04671024,Rtc Credit Kaboentle Molomo Bb 04671024,,1300.00,Credit,PENDING,,,No
2025-02-28,Rtc Credit PMasuku Aba 6 Ab 6 C96,Rtc Credit PMasuku Aba 6 Ab 6 C96,,950.00,Credit,PENDING,,,No
2025-02-28,Scheduled Payment To Odirile Salary Elle Elephant Salary,Scheduled Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2025-02-28,Scheduled Payment To Helen Moema Salary Elleelephant Salary,Scheduled Payment To Helen Moema Salary Elleelephant Salary,,2500.00,Debit,PENDING,,,No
2025-02-27,Magtape Credit Capitec Oreatlile Simango,Magtape Credit Capitec Oreatlile Simango,,1000.00,Credit,PENDING,,,No
2025-02-27,FNB App Payment From Loago Ramatlhatse,FNB App Payment From Loago Ramatlhatse,,950.00,Credit,PENDING,,,No
2025-02-26,Card Purchase With Cashback Usave Mabopane 485442*038224 Feb,Card Purchase With Cashback Usave Mabopane 485442*038224 Feb,,93.05,Debit,PENDING,,,No
2025-02-26,Card Cashback Cashb Usave Mabopane 745520*4183,Card Cashback Cashb Usave Mabopane 745520*4183,,251.50,Debit,PENDING,,,No
2025-02-26,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,950.00,Credit,PENDING,,,No
2025-02-25,Magtape Credit Kc,Magtape Credit Kc,,900.00,Credit,PENDING,,,No
2025-02-25,POS Purchase Dlocal*Microsoft M 400568*988824 Feb,POS Purchase Dlocal*Microsoft M 400568*988824 Feb,,109.00,Debit,PENDING,,,No
2025-02-25,Chq Card ATMLocal Cash Advanc Cash Klipgate Yaron 74341885053000131425,Chq Card ATMLocal Cash Advanc Cash Klipgate Yaron 74341885053000131425,,319.50,Debit,PENDING,,,No
2025-02-25,Magtape Credit Capitec Thatego Mphela,Magtape Credit Capitec Thatego Mphela,,950.00,Credit,PENDING,,,No
2025-02-24,Fuel Purchase BPKlipgat 485442*038221 Feb,Fuel Purchase BPKlipgat 485442*038221 Feb,,300.00,Debit,PENDING,,,No
2025-02-24,POS Purchase Usave Klipgat 485442*038221 Feb,POS Purchase Usave Klipgat 485442*038221 Feb,,600.81,Debit,PENDING,,,No
2025-02-22,POS Purchase Rain 400568*988820 Feb,POS Purchase Rain 400568*988820 Feb,,795.00,Debit,PENDING,,,No
2025-02-21,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,1160.00,Credit,PENDING,,,No
2025-02-21,Bank charges,ADT Cash Deposit 00686117 Kgomotso Mashabela,,967.70,Credit,PENDING,,,No
2025-02-20,POS Purchase Usave Mabopane 485442*038218 Feb,POS Purchase Usave Mabopane 485442*038218 Feb,,215.92,Debit,PENDING,,,No
2025-02-20,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,400.00,Credit,PENDING,,,No
2025-02-17,FNB App Payment From Sethu,FNB App Payment From Sethu,,950.00,Credit,PENDING,,,No
2025-02-17,#Cash Deposit Fee,#Cash Deposit Fee,,85.90,Credit,PENDING,,,No
2025-02-17,Bank charges,ATM Cash Gpn-Ncr 4 485442*0382,,307.50,Debit,PENDING,,,No
2025-02-17,#Service Fees,#Service Fees,,121.66,Debit,PENDING,,,No
2025-02-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2025-02-15,Bank charges,ATM Cash 00686111 485442*0382,,512.50,Debit,PENDING,,,No
2025-02-14,Fuel Purchase Engen Winterveldt S 485442*038212 Feb,Fuel Purchase Engen Winterveldt S 485442*038212 Feb,,303.68,Debit,PENDING,,,No
2025-02-14,Card Cashback Cashb Usave Mabopane 745520*2163,Card Cashback Cashb Usave Mabopane 745520*2163,,101.50,Debit,PENDING,,,No
2025-02-14,Card Purchase With Cashback Usave Mabopane 485442*038212 Feb,Card Purchase With Cashback Usave Mabopane 485442*038212 Feb,,124.53,Debit,PENDING,,,No
2025-02-14,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,950.00,Credit,PENDING,,,No
2025-02-13,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,300.00,Credit,PENDING,,,No
2025-02-13,Magtape Credit Capitec MMakwela,Magtape Credit Capitec MMakwela,,400.00,Credit,PENDING,,,No
2025-02-12,POS Purchase Clicks Mabopane Sq 485442*038210 Feb,POS Purchase Clicks Mabopane Sq 485442*038210 Feb,,170.67,Debit,PENDING,,,No
2025-02-11,#Service Fees#Int Pymt Fee-34.99 Apple,#Service Fees#Int Pymt Fee-34.99 Apple,,0.70,Debit,PENDING,,,No
2025-02-11,#Service Fees#Int Pymt Fee-199.99 Appl,#Service Fees#Int Pymt Fee-199.99 Appl,,4.00,Debit,PENDING,,,No
2025-02-11,#Service Fees#Int Pymt Fee-109.99 Appl,#Service Fees#Int Pymt Fee-109.99 Appl,,2.20,Debit,PENDING,,,No
2025-02-10,Magtape Credit ABSABank Lethabo Makhoana,Magtape Credit ABSABank Lethabo Makhoana,,1000.00,Credit,PENDING,,,No
2025-02-10,Card Purchase With Cashback Shoprite Mabopane S 485442*038207 Feb,Card Purchase With Cashback Shoprite Mabopane S 485442*038207 Feb,,532.53,Debit,PENDING,,,No
2025-02-10,Card Cashback Cashb Shoprite Mabop 745520*7094,Card Cashback Cashb Shoprite Mabop 745520*7094,,151.50,Debit,PENDING,,,No
2025-02-07,Bank charges,ADT Cash Deposit 09741002 Enelo Nqunqa,,967.70,Credit,PENDING,,,No
2025-02-07,Bank charges,ADT Cash Deposit 09741002 Enelo Nqunqa,,409.90,Credit,PENDING,,,No
2025-02-07,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,500.00,Credit,PENDING,,,No
2025-02-07,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,900.00,Credit,PENDING,,,No
2025-02-05,Payshap Credit Leano,Payshap Credit Leano,,950.00,Credit,PENDING,,,No
2025-02-05,#Service Fees#Int Pymt Fee-Dlocal*Mic,#Service Fees#Int Pymt Fee-Dlocal*Mic,,2.18,Debit,PENDING,,,No
2025-02-04,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Feb,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Feb,,113.67,Debit,PENDING,,,No
2025-02-04,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,950.00,Credit,PENDING,,,No
2025-02-04,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,450.00,Credit,PENDING,,,No
2025-02-03,Magtape Credit Capitec TPelo,Magtape Credit Capitec TPelo,,950.00,Credit,PENDING,,,No
2025-02-03,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Feb,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Feb,,203.67,Debit,PENDING,,,No
2025-02-03,Magtape Credit Capitec Kefentse Motsepe,Magtape Credit Capitec Kefentse Motsepe,,1250.00,Credit,PENDING,,,No
2025-02-03,POS Purchase 34.99 Apple.Com/Bil 485442*038231 Jan,POS Purchase 34.99 Apple.Com/Bil 485442*038231 Jan,,38.67,Debit,PENDING,,,No
2025-02-03,Payshap Credit Phenyo,Payshap Credit Phenyo,,1500.00,Credit,PENDING,,,No
2025-02-03,Payshap Credit Fumi Mhangwana,Payshap Credit Fumi Mhangwana,,800.00,Credit,PENDING,,,No
2025-02-03,Bank charges,ADT Cash Deposit 00686117 Phenyo Nthite,,967.70,Credit,PENDING,,,No
2025-02-03,Payshap Credit Kaboentle Molomo,Payshap Credit Kaboentle Molomo,,1300.00,Credit,PENDING,,,No
2025-02-03,POS Purchase Afrihost Com 3 400568*988801 Feb,POS Purchase Afrihost Com 3 400568*988801 Feb,,52.68,Debit,PENDING,,,No
2025-02-01,Magtape Credit Capitec OMpane,Magtape Credit Capitec OMpane,,1900.00,Credit,PENDING,,,No
2025-02-01,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6805.00,Debit,PENDING,,,No
2025-02-01,POS Purchase Roots Mabopane POS 485442*038229 Jan,POS Purchase Roots Mabopane POS 485442*038229 Jan,,96.58,Debit,PENDING,,,No
2025-02-01,POS Purchase Big Save Mabopane 485442*038229 Jan,POS Purchase Big Save Mabopane 485442*038229 Jan,,984.38,Debit,PENDING,,,No
2025-02-01,Magtape Debit D6 Group_302838686_D6 Group,Magtape Debit D6 Group_302838686_D6 Group,,909.00,Debit,PENDING,,,No
2025-01-31,Payshap Credit PMasuku,Payshap Credit Pmasuku,,950.00,Credit,PENDING,,,No
2025-01-31,POS Purchase Shoprite Mabopane S 485442*038229 Jan,POS Purchase Shoprite Mabopane S 485442*038229 Jan,,247.64,Debit,PENDING,,,No
2025-01-31,Fuel Purchase Engen Winterveldt S 485442*038229 Jan,Fuel Purchase Engen Winterveldt S 485442*038229 Jan,,253.68,Debit,PENDING,,,No
2025-01-30,Scheduled Payment To Odirile Salary Elle Elephant Salary,Scheduled Payment To Odirile Salary Elle Elephant Salary,,2500.00,Debit,PENDING,,,No
2025-01-30,Scheduled Payment To Helen Moema Salary Elleelephant Salary,Scheduled Payment To Helen Moema Salary Elleelephant Salary,,2500.00,Debit,PENDING,,,No
2025-01-30,Magtape Credit Capitec MKabelo,Magtape Credit Capitec MKabelo,,1000.00,Credit,PENDING,,,No
2025-01-29,Bank charges,ATM Cash 00877436 485442*0382,,205.00,Debit,PENDING,,,No
2025-01-29,POS Purchase Hpy*Star Supermarke 485442*038225 Jan,POS Purchase Hpy*Star Supermarke 485442*038225 Jan,,600.00,Debit,PENDING,,,No
2025-01-29,Fuel Purchase BPGarage Klipgat 485442*038227 Jan,Fuel Purchase BPGarage Klipgat 485442*038227 Jan,,150.00,Debit,PENDING,,,No
2025-01-28,POS Purchase Usave Mabopane 485442*038225 Jan,POS Purchase Usave Mabopane 485442*038225 Jan,,288.88,Debit,PENDING,,,No
2025-01-28,Magtape Credit Phatutshedzo Books,Magtape Credit Phatutshedzo Books,,400.00,Credit,PENDING,,,No
2025-01-27,POS Purchase Marys Outfitters 5 485442*038224 Jan,POS Purchase Marys Outfitters 5 485442*038224 Jan,,340.00,Debit,PENDING,,,No
2025-01-27,Card POSCash Cshmr Shoprite Vande 74552005024241053000,Card POSCash Cshmr Shoprite Vande 74552005024241053000,,300.00,Debit,PENDING,,,No
2025-01-27,Magtape Credit Capitec Ntando Workbook,Magtape Credit Capitec Ntando Workbook,,400.00,Credit,PENDING,,,No
2025-01-27,FNB App Payment From Loago Ramatlhatse,FNB App Payment From Loago Ramatlhatse,,950.00,Credit,PENDING,,,No
2025-01-27,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,950.00,Credit,PENDING,,,No
2025-01-27,Magtape Credit Capitec Maya Ona Manyaka,Magtape Credit Capitec Maya Ona Manyaka,,1400.00,Credit,PENDING,,,No
2025-01-25,Int-Banking Pmt Frm Princess Dinah,Int-Banking Pmt Frm Princess Dinah,,1300.00,Credit,PENDING,,,No
2025-01-25,POS Purchase Dlocal*Microsoft M 400568*988824 Jan,POS Purchase Dlocal*Microsoft M 400568*988824 Jan,,109.00,Debit,PENDING,,,No
2025-01-24,Bank charges,ADT Cash Deposit 01049009 0 Fentse Maluleke,,1119.00,Credit,PENDING,,,No
2025-01-24,Magtape Credit Capitec Thatego Mphela,Magtape Credit Capitec Thatego Mphela,,1350.00,Credit,PENDING,,,No
2025-01-22,POS Purchase Rain 400568*988820 Jan,POS Purchase Rain 400568*988820 Jan,,795.00,Debit,PENDING,,,No
2025-01-22,Payshap Credit SSkhosana,Payshap Credit Sskhosana,,200.00,Credit,PENDING,,,No
2025-01-21,Payshap Credit Mohau Molomo,Payshap Credit Mohau Molomo,,300.00,Credit,PENDING,,,No
2025-01-21,Bank charges,ATM Cash 00877436 485442*0382,,717.50,Debit,PENDING,,,No
2025-01-21,Bank charges,ADT Cash Deposit 00686117 Kgomotso,,1271.60,Credit,PENDING,,,No
2025-01-21,Payshap Credit Elle,Payshap Credit Elle,,1500.00,Credit,PENDING,,,No
2025-01-18,Fuel Purchase Mdm Service Station 485442*038216 Jan,Fuel Purchase Mdm Service Station 485442*038216 Jan,,300.00,Debit,PENDING,,,No
2025-01-18,Bank charges,ATM Cash 06964198 485442*0382,,615.00,Debit,PENDING,,,No
2025-01-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2025-01-17,ADT Cash Deposit 09741001 Phenyo Edward Nthite,ADT Cash Deposit 09741001 Phenyo Edward Nthite,,511.20,Credit,PENDING,,,No
2025-01-17,#Cash Deposit Fee,#Cash Deposit Fee,,51.30,Credit,PENDING,,,No
2025-01-17,#Service Fees,#Service Fees,,87.94,Debit,PENDING,,,No
2025-01-17,POS Purchase Shoprite Mabopane S 485442*038215 Jan,POS Purchase Shoprite Mabopane S 485442*038215 Jan,,776.23,Debit,PENDING,,,No
2025-01-16,POS Purchase Starlite Ms 18 485442*038214 Jan,POS Purchase Starlite Ms 18 485442*038214 Jan,,444.68,Debit,PENDING,,,No
2025-01-16,POS Purchase Starlite Ms 18 485442*038214 Jan,POS Purchase Starlite Ms 18 485442*038214 Jan,,168.68,Debit,PENDING,,,No
2025-01-15,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,950.00,Credit,PENDING,,,No
2025-01-15,Payshap Credit SSkhosana,Payshap Credit Sskhosana,,1300.00,Credit,PENDING,,,No
2025-01-15,Payshap Credit Leano,Payshap Credit Leano,,950.00,Credit,PENDING,,,No
2025-01-15,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,820.00,Credit,PENDING,,,No
2025-01-15,Card Purchase With Cashback Shoprite Morula 485442*038213 Jan,Card Purchase With Cashback Shoprite Morula 485442*038213 Jan,,679.69,Debit,PENDING,,,No
2025-01-15,Card Cashback Cashb Shoprite Morul 745520*3140,Card Cashback Cashb Shoprite Morul 745520*3140,,251.50,Debit,PENDING,,,No
2025-01-15,#Service Fees#Int Pymt Fee-Dlocal*Mic,#Service Fees#Int Pymt Fee-Dlocal*Mic,,2.18,Debit,PENDING,,,No
2025-01-15,Payshap Credit Kaboentle Molomo,Payshap Credit Kaboentle Molomo,,1500.00,Credit,PENDING,,,No
2025-01-15,Bank charges,ADT Cash Deposit 09741001 Ofentse Maluleke,,1017.70,Credit,PENDING,,,No
2025-01-15,Magtape Credit Capitec KRamatlhatse,Magtape Credit Capitec KRamatlhatse,,1500.00,Credit,PENDING,,,No
2025-01-14,Bank charges,ADT Cash Deposit 09741002 Enelo Nqunqa,,511.20,Credit,PENDING,,,No
2025-01-13,POS Purchase Shoprite Mabopane S 485442*038210 Jan,POS Purchase Shoprite Mabopane S 485442*038210 Jan,,1483.36,Debit,PENDING,,,No
2025-01-13,Bank charges,ATM Cash 00877436 485442*0382,,307.50,Debit,PENDING,,,No
2025-01-13,Magtape Credit Capitec TPelo,Magtape Credit Capitec TPelo,,1220.00,Credit,PENDING,,,No
2025-01-13,POS Purchase Dolphin Tavern 485442*038209 Jan,POS Purchase Dolphin Tavern 485442*038209 Jan,,185.68,Debit,PENDING,,,No
2025-01-10,FNB App Payment From Thatego Madisa,FNB App Payment From Thatego Madisa,,1250.00,Credit,PENDING,,,No
2025-01-08,Magtape Credit Phatutshedzo Phaswana,Magtape Credit Phatutshedzo Phaswana,,950.00,Credit,PENDING,,,No
2025-01-06,Bank charges,ADT Cash Deposit 01049003 Ofentse Maluleke,,511.20,Credit,PENDING,,,No
2025-01-06,Payshap Credit Kegoratile Gumbu,Payshap Credit Kegoratile Gumbu,,900.00,Credit,PENDING,,,No
2025-01-04,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,300.00,Credit,PENDING,,,No
2025-01-04,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Jan,POS Purchase 109.99 Apple.Com/Bi 485442*038203 Jan,,113.67,Debit,PENDING,,,No
2025-01-03,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Jan,POS Purchase 199.99 Apple.Com/Bi 485442*038201 Jan,,199.99,Debit,PENDING,,,No
2025-01-03,POS Purchase Afrihost Com 3 400568*988801 Jan,POS Purchase Afrihost Com 3 400568*988801 Jan,,52.68,Debit,PENDING,,,No
2025-01-02,POS Purchase 34.99 Apple.Com/Bil 485442*038231 Dec,POS Purchase 34.99 Apple.Com/Bil 485442*038231 Dec,,34.99,Debit,PENDING,,,No
2025-01-02,Magtape Debit D6 Group_301622075_D6 Group,Magtape Debit D6 Group_301622075_D6 Group,,816.50,Debit,PENDING,,,No
2024-12-31,Bank charges,ATM Cash 00877436 485442*0382,,1640.00,Debit,PENDING,,,No
2024-12-30,Payshap Credit Mosa Khoza,Payshap Credit Mosa Khoza,,1250.00,Credit,PENDING,,,No
2024-12-27,Payshap Credit Thatego Mphela,Payshap Credit Thatego Mphela,,950.00,Credit,PENDING,,,No
2024-12-27,POS Purchase Dlocal*Microsoft M 400568*988824 Dec,POS Purchase Dlocal*Microsoft M 400568*988824 Dec,,109.00,Debit,PENDING,,,No
2024-12-24,POS Purchase Truworths 0349 485442*038221 Dec,POS Purchase Truworths 0349 485442*038221 Dec,,775.00,Debit,PENDING,,,No
2024-12-23,Magtape Credit Capitec KRamatlhatse,Magtape Credit Capitec KRamatlhatse,,800.00,Credit,PENDING,,,No
2024-12-23,FNB App Rtc Pmt To Odirile Salary Elle Elephant Salary,FNB App Rtc Pmt To Odirile Salary Elle Elephant Salary,,3008.00,Debit,PENDING,,,No
2024-12-23,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,FNB App Payment To Elsie Ndlovu Elle Elephant Salary,,6800.00,Debit,PENDING,,,No
2024-12-23,FNB App Payment To Helen Moema Salary Elleelephant Salary,FNB App Payment To Helen Moema Salary Elleelephant Salary,,3000.00,Debit,PENDING,,,No
2024-12-23,POS Purchase Rain 400568*988820 Dec,POS Purchase Rain 400568*988820 Dec,,795.00,Debit,PENDING,,,No
2024-12-21,Payshap Credit TSiwa,Payshap Credit TSiwa,,1000.00,Credit,PENDING,,,No
2024-12-21,Card Purchase With Cashback Shoprite Mabopane S 485442*038219 Dec,Card Purchase With Cashback Shoprite Mabopane S 485442*038219 Dec,,908.75,Debit,PENDING,,,No
2024-12-21,Card Cashback Cashb Shoprite Mabop 745520*9172,Card Cashback Cashb Shoprite Mabop 745520*9172,,151.50,Debit,PENDING,,,No
2024-12-21,Payshap Credit TSiwa,Payshap Credit TSiwa,,410.00,Credit,PENDING,,,No
2024-12-20,POS Purchase Vuka Motor Spares 485442*038217 Dec,POS Purchase Vuka Motor Spares 485442*038217 Dec,,1409.99,Debit,PENDING,,,No
2024-12-19,Payshap Credit Bokamoso Mbewe,Payshap Credit Bokamoso Mbewe,,1400.00,Credit,PENDING,,,No
2024-12-17,#Monthly Account Fee,#Monthly Account Fee,,99.00,Debit,PENDING,,,No
2024-12-17,#Service Fees,#Service Fees,,18.40,Debit,PENDING,,,No
2024-12-17,#Cash Deposit Fee,#Cash Deposit Fee,,18.50,Credit,PENDING,,,No
2024-12-14,Magtape Credit Capitec Ntando Mthimunye,Magtape Credit Capitec Ntando Mthimunye,,800.00,Credit,PENDING,,,No
2024-12-10,#Service Fees#Int Pymt Fee-199.99 Appl,#Service Fees#Int Pymt Fee-199.99 Appl,,4.00,Debit,PENDING,,,No
2024-12-10,#Service Fees#Int Pymt Fee-34.99 Apple,#Service Fees#Int Pymt Fee-34.99 Apple,,0.70,Debit,PENDING,,,No
2024-12-10,FNB App Payment From Sethu Photo,FNB App Payment From Sethu Photo,,900.00,Credit,PENDING,,,No
2024-12-10,#Service Fees#Int Pymt Fee-109.99 Appl,#Service Fees#Int Pymt Fee-109.99 Appl,,2.20,Debit,PENDING,,,No
2024-12-09,POS Purchase Yoco*Joyville An 400568*988807 Dec,POS Purchase Yoco*Joyville An 400568*988807 Dec,,4503.68,Debit,PENDING,,,No
2024-12-09,Payshap Credit Leano,Payshap Credit Leano,,1100.00,Credit,PENDING,,,No
2024-12-09,POS Purchase Prime Co Meat Whole 485442*038206 Dec,POS Purchase Prime Co Meat Whole 485442*038206 Dec,,503.68,Debit,PENDING,,,No
2024-12-09,Bank charges,POS Purchase Mcdonald'SWonder 400568*988807 Dec,,1406.68,Debit,PENDING,,,No
2024-12-07,Magtape Credit Capitec Warona Khoza,Magtape Credit Capitec Warona Khoza,,800.00,Credit,PENDING,,,No
